order_id,customer_id,order_date,exported_at,amount,currency,status,country_code,source_system
ORD-000122,CUS-0017,2026-07-02,2026-07-02T23:09:55Z,32969.16,USD,REFUNDED,US,ACME_COMMERCE
ORD-000123,CUS-0024,2026-07-02,2026-07-02T23:01:09Z,80216.49,INR,PAID,IN,ACME_COMMERCE
ORD-000124,CUS-0001,2026-07-02,2026-07-02T23:00:04Z,124367.14,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000125,CUS-0031,2026-07-02,2026-07-02T23:02:18Z,192218.95,USD,PAID,US,ACME_COMMERCE
ORD-000126,CUS-0022,2026-07-02,2026-07-02T23:08:10Z,241021.00,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000127,CUS-0040,2026-07-02,2026-07-02T23:01:47Z,216750.87,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000128,CUS-0006,2026-07-02,2026-07-02T23:07:56Z,92002.56,USD,PENDING,US,ACME_COMMERCE
ORD-000129,CUS-0034,2026-07-02,2026-07-02T23:00:20Z,125578.28,INR,PENDING,IN,ACME_COMMERCE
ORD-000130,CUS-0030,2026-07-02,2026-07-02T23:03:51Z,96940.94,INR,PENDING,IN,ACME_COMMERCE
ORD-000131,CUS-0014,2026-07-02,2026-07-02T23:04:00Z,177513.88,INR,PENDING,IN,ACME_COMMERCE
ORD-000132,CUS-0027,2026-07-02,2026-07-02T23:05:09Z,240879.82,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000133,CUS-0020,2026-07-02,2026-07-02T23:03:23Z,137998.66,INR,PAID,IN,ACME_COMMERCE
ORD-000134,CUS-0010,2026-07-02,2026-07-02T23:04:10Z,11445.26,USD,PENDING,US,ACME_COMMERCE
ORD-000135,CUS-0034,2026-07-02,2026-07-02T23:08:05Z,202171.03,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000136,CUS-0018,2026-07-02,2026-07-02T23:03:06Z,4866.19,INR,PENDING,IN,ACME_COMMERCE
ORD-000137,CUS-0025,2026-07-02,2026-07-02T23:09:30Z,140135.85,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000138,CUS-0013,2026-07-02,2026-07-02T23:09:16Z,102832.14,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000139,CUS-0014,2026-07-02,2026-07-02T23:01:30Z,116972.18,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000140,CUS-0008,2026-07-02,2026-07-02T23:01:27Z,188389.85,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000141,CUS-0030,2026-07-02,2026-07-02T23:02:21Z,37235.52,INR,PAID,IN,ACME_COMMERCE
ORD-000142,CUS-0010,2026-07-02,2026-07-02T23:02:54Z,15060.34,INR,PAID,IN,ACME_COMMERCE
ORD-000143,CUS-0016,2026-07-02,2026-07-02T23:04:02Z,70289.78,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000144,CUS-0032,2026-07-02,2026-07-02T23:00:08Z,117405.55,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000145,CUS-0015,2026-07-02,2026-07-02T23:00:33Z,41983.41,USD,PENDING,US,ACME_COMMERCE
ORD-000146,CUS-0012,2026-07-02,2026-07-02T23:09:38Z,129657.58,INR,PENDING,IN,ACME_COMMERCE
ORD-000147,CUS-0003,2026-07-02,2026-07-02T23:05:46Z,57603.16,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000148,CUS-0024,2026-07-02,2026-07-02T23:07:23Z,81550.88,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000149,CUS-0010,2026-07-02,2026-07-02T23:03:46Z,31563.03,USD,REFUNDED,US,ACME_COMMERCE
ORD-000150,CUS-0013,2026-07-02,2026-07-02T23:07:16Z,91622.01,USD,PENDING,US,ACME_COMMERCE
ORD-000151,CUS-0032,2026-07-02,2026-07-02T23:08:22Z,108178.24,USD,PAID,US,ACME_COMMERCE
ORD-000152,CUS-0016,2026-07-02,2026-07-02T23:09:52Z,11127.12,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000153,CUS-0040,2026-07-02,2026-07-02T23:01:03Z,44182.84,INR,PENDING,IN,ACME_COMMERCE
ORD-000154,CUS-0005,2026-07-02,2026-07-02T23:03:48Z,194822.94,USD,CANCELLED,US,ACME_COMMERCE
ORD-000155,CUS-0040,2026-07-02,2026-07-02T23:07:41Z,208315.98,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000156,CUS-0003,2026-07-02,2026-07-02T23:08:38Z,209203.93,USD,PAID,US,ACME_COMMERCE
ORD-000157,CUS-0027,2026-07-02,2026-07-02T23:08:30Z,97458.44,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000158,CUS-0003,2026-07-02,2026-07-02T23:03:05Z,181617.55,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000159,CUS-0036,2026-07-02,2026-07-02T23:09:47Z,81792.24,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000160,CUS-0002,2026-07-02,2026-07-02T23:04:02Z,190495.21,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000161,CUS-0036,2026-07-02,2026-07-02T23:05:16Z,96021.91,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000162,CUS-0032,2026-07-02,2026-07-02T23:05:59Z,44727.18,INR,PAID,IN,ACME_COMMERCE
ORD-000163,CUS-0011,2026-07-02,2026-07-02T23:05:52Z,87663.40,INR,PAID,IN,ACME_COMMERCE
ORD-000164,CUS-0036,2026-07-02,2026-07-02T23:03:07Z,113095.51,INR,PAID,IN,ACME_COMMERCE
ORD-000165,CUS-0011,2026-07-02,2026-07-02T23:03:40Z,123619.90,INR,PENDING,IN,ACME_COMMERCE
ORD-000166,CUS-0021,2026-07-02,2026-07-02T23:09:02Z,220663.67,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000167,CUS-0031,2026-07-02,2026-07-02T23:06:04Z,80773.01,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000168,CUS-0014,2026-07-02,2026-07-02T23:07:57Z,98248.36,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000169,CUS-0009,2026-07-02,2026-07-02T23:08:51Z,184220.28,USD,PAID,US,ACME_COMMERCE
ORD-000170,CUS-0040,2026-07-02,2026-07-02T23:03:07Z,169374.02,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000171,CUS-0025,2026-07-02,2026-07-02T23:09:53Z,4493.53,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000172,CUS-0015,2026-07-02,2026-07-02T23:01:07Z,172530.66,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000173,CUS-0014,2026-07-02,2026-07-02T23:02:22Z,191722.26,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000174,CUS-0037,2026-07-02,2026-07-02T23:05:56Z,128918.16,INR,PAID,IN,ACME_COMMERCE
ORD-000175,CUS-0017,2026-07-02,2026-07-02T23:06:09Z,62293.46,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000176,CUS-0011,2026-07-02,2026-07-02T23:03:41Z,199530.75,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000177,CUS-0005,2026-07-02,2026-07-02T23:04:18Z,210638.54,INR,PAID,IN,ACME_COMMERCE
ORD-000178,CUS-0028,2026-07-02,2026-07-02T23:05:34Z,58483.20,USD,PENDING,US,ACME_COMMERCE
ORD-000179,CUS-0003,2026-07-02,2026-07-02T23:04:30Z,175341.22,INR,PAID,IN,ACME_COMMERCE
ORD-000180,CUS-0028,2026-07-02,2026-07-02T23:08:05Z,123486.13,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000181,CUS-0008,2026-07-02,2026-07-02T23:03:48Z,82686.88,USD,PAID,US,ACME_COMMERCE
ORD-000182,CUS-0021,2026-07-02,2026-07-02T23:03:19Z,213103.09,INR,PENDING,IN,ACME_COMMERCE
ORD-000183,CUS-0033,2026-07-02,2026-07-02T23:05:18Z,169176.21,INR,PAID,IN,ACME_COMMERCE
ORD-000184,CUS-0017,2026-07-02,2026-07-02T23:09:00Z,87960.82,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000185,CUS-0021,2026-07-02,2026-07-02T23:03:16Z,233548.91,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000186,CUS-0037,2026-07-02,2026-07-02T23:04:10Z,174217.86,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000187,CUS-0030,2026-07-02,2026-07-02T23:00:21Z,110505.11,INR,PAID,IN,ACME_COMMERCE
ORD-000188,CUS-0025,2026-07-02,2026-07-02T23:01:23Z,25479.19,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000189,CUS-0031,2026-07-02,2026-07-02T23:09:03Z,183734.60,INR,PENDING,IN,ACME_COMMERCE
ORD-000190,CUS-0029,2026-07-02,2026-07-02T23:04:42Z,199105.67,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000191,CUS-0036,2026-07-02,2026-07-02T23:06:00Z,183885.60,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000192,CUS-0020,2026-07-02,2026-07-02T23:08:29Z,152791.20,INR,PENDING,IN,ACME_COMMERCE
ORD-000193,CUS-0033,2026-07-02,2026-07-02T23:00:49Z,13071.52,USD,PENDING,US,ACME_COMMERCE
ORD-000194,CUS-0029,2026-07-02,2026-07-02T23:07:27Z,145889.97,INR,PAID,IN,ACME_COMMERCE
ORD-000195,CUS-0001,2026-07-02,2026-07-02T23:04:49Z,149082.22,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000196,CUS-0021,2026-07-02,2026-07-02T23:03:48Z,221513.76,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000197,CUS-0035,2026-07-02,2026-07-02T23:00:53Z,161918.75,INR,PENDING,IN,ACME_COMMERCE
ORD-000198,CUS-0002,2026-07-02,2026-07-02T23:06:00Z,180146.79,INR,PAID,IN,ACME_COMMERCE
ORD-000199,CUS-0023,2026-07-02,2026-07-02T23:05:44Z,206682.80,INR,PAID,IN,ACME_COMMERCE
ORD-000200,CUS-0029,2026-07-02,2026-07-02T23:02:45Z,181637.12,INR,PENDING,IN,ACME_COMMERCE
